incident_id,crime_category,incident_date,incident_time,district,latitude,longitude,street_name,priority,status,reported_by,resolved_date,officers_assigned,damage_estimate_eur,witnesses_count,evidence_items
AZ-2024-002907,Körperverletzung,2024-11-09,00:41,Sachsenhausen-Nord,50.136303,8.765789,Agata-Klotz-Gasse,Niedrig,Abgeschlossen,Zeuge,2025-04-29,2,0.0,4,13
AZ-2024-002908,Drogendelikt,2025-07-16,04:01,Bonames,50.033975,8.563126,Nohlmansweg,Niedrig,Abgeschlossen,Anonym,2026-05-15,4,36409.9,5,12
AZ-2023-002909,Diebstahl,2023-01-20,02:46,Altstadt,50.143948,8.548946,Ahmed-Gunpf-Allee,Mittel,Ermittlung läuft,Notruf,,3,18924.51,2,14
AZ-2025-002910,Betrug,2025-01-28,13:54,Gallus,50.080296,8.622218,Dörschnerallee,Dringend,Abgeschlossen,Notruf,2025-08-25,3,0.0,0,10
AZ-2023-002911,Sachbeschädigung,2023-01-06,13:33,Sachsenhausen-Nord,50.018782,8.718759,Roskothstr.,Niedrig,Ermittlung läuft,Anonym,,3,21311.26,5,5
AZ-2024-002912,Sachbeschädigung,2023-08-29,09:44,Berkersheim,50.170487,8.746817,Geißlerstr.,Dringend,Abgeschlossen,Opfer,2023-09-16,1,38801.47,2,5
AZ-2023-002913,Diebstahl,2023-01-01,15:45,Bergen-Enkheim,50.175373,8.609058,Gertrud-Warmer-Weg,Dringend,Abgeschlossen,Zeuge,2023-11-29,3,23950.14,0,13
AZ-2024-002914,Erpressung,2025-03-26,03:25,Westend-Süd,50.093024,8.757381,Carmelo-Schacht-Platz,Niedrig,Abgeschlossen,Patrouille,2025-07-23,1,0.0,5,15
AZ-2024-002915,Diebstahl,2025-06-26,19:27,Höchst,50.121996,8.793031,Ferdinand-Heser-Weg,Dringend,Abgeschlossen,Zeuge,2025-08-25,4,0.0,3,2
AZ-2025-002916,Unterschlagung,2023-11-01,04:38,Schwanheim,50.054418,8.640302,Raissa-Preiß-Allee,Hoch,Eingestellt,Notruf,2024-07-26,4,26957.93,4,4
AZ-2025-002917,Beleidigung,2024-06-08,06:29,Fechenheim,50.087588,8.646178,Gröttnerallee,Dringend,Ermittlung läuft,Opfer,,4,46029.84,1,7
AZ-2025-002918,Raub,2023-01-26,01:36,Eckenheim,50.176889,8.556409,Wibke-Süßebier-Allee,Niedrig,Abgeschlossen,Zeuge,2023-03-07,2,40093.1,1,12
AZ-2023-002919,Einbruchdiebstahl,2025-07-15,04:46,Nieder-Erlenbach,50.165352,8.597249,Stiffelstr.,Niedrig,Abgeschlossen,Anonym,2025-08-24,2,9125.54,2,12
AZ-2024-002920,Diebstahl,2024-09-23,19:41,Höchst,50.130328,8.619397,Adlerstraße,Hoch,Eingestellt,Opfer,2024-11-29,2,18685.01,4,13
AZ-2023-002921,Raub,2024-04-27,15:34,Riederwald,50.055088,8.761292,Monja-Junitz-Straße,Niedrig,Ermittlung läuft,Anonym,,1,19060.36,4,0
AZ-2025-002922,Einbruchdiebstahl,2023-02-23,08:57,Ginnheim,50.069695,8.71264,Höfiggasse,Niedrig,Abgeschlossen,Patrouille,2023-03-26,1,30242.4,1,8
AZ-2025-002923,Beleidigung,2023-11-15,15:35,Westend-Nord,50.194938,8.70269,Oderwaldring,Mittel,Abgeschlossen,Notruf,2024-01-08,1,0.0,4,13
AZ-2024-002924,Computerbetrug,2023-04-13,20:27,Ginnheim,50.028071,8.787325,Regine-Ullmann-Platz,Niedrig,Eingestellt,Notruf,2024-01-12,4,19436.96,0,15
AZ-2023-002925,Unterschlagung,2025-08-13,21:09,Nied,50.044375,8.472642,Karl-Hans-Linke-Weg,Niedrig,Eingestellt,Patrouille,2026-01-09,3,14006.53,5,0
AZ-2023-002926,Einbruchdiebstahl,2024-06-06,19:41,Nied,50.121094,8.702332,Jopichgasse,Niedrig,Abgeschlossen,Zeuge,2025-05-29,2,0.0,0,11
AZ-2025-002927,Drogendelikt,2023-05-13,23:50,Harheim,50.031626,8.585996,Gudering,Mittel,Abgeschlossen,Opfer,2023-12-17,3,31683.39,3,13
AZ-2023-002928,Betrug,2024-06-24,20:06,Sossenheim,50.188748,8.585565,Rahel-Rudolph-Gasse,Hoch,Abgeschlossen,Zeuge,2025-04-28,1,0.0,1,12
AZ-2025-002929,Urkundenfälschung,2024-04-20,06:16,Schwanheim,50.191996,8.617326,Helen-Löchel-Gasse,Dringend,Gerichtlich,Zeuge,2024-07-04,3,42516.7,1,13
AZ-2024-002930,Unterschlagung,2025-11-02,05:15,Niederursel,50.148451,8.558566,Hans-Rainer-Gehringer-Ring,Mittel,Abgeschlossen,Zeuge,2026-05-12,2,209.18,0,10
AZ-2023-002931,Erpressung,2024-11-25,15:25,Nordend-Ost,50.135996,8.593576,Bolnbachweg,Hoch,Abgeschlossen,Patrouille,2025-01-22,2,0.0,1,15
AZ-2023-002932,Computerbetrug,2025-01-10,00:32,Eschersheim,50.104095,8.510509,André-Naser-Straße,Hoch,Eingestellt,Opfer,2025-11-25,2,0.0,1,8
AZ-2024-002933,Raub,2023-10-24,03:47,Nieder-Eschbach,50.077898,8.71543,Deborah-Schomber-Ring,Dringend,Ermittlung läuft,Opfer,,1,44323.99,2,0
AZ-2023-002934,Hausfriedensbruch,2023-01-26,13:45,Nieder-Erlenbach,50.139341,8.724985,Hentschelgasse,Hoch,Ermittlung läuft,Anonym,,2,14630.3,3,5
AZ-2025-002935,Bedrohung,2025-02-15,05:23,Gallus,50.094323,8.530942,Henckring,Dringend,Abgeschlossen,Zeuge,2025-11-16,4,7861.34,5,11
AZ-2025-002936,Betrug,2025-11-03,14:46,Preungesheim,50.018504,8.49184,Marica-Kade-Weg,Mittel,Ermittlung läuft,Notruf,,2,46854.0,5,2
AZ-2025-002937,Verkehrsdelikt,2025-04-17,14:23,Bornheim,50.030184,8.536933,Theresia-Briemer-Weg,Niedrig,Eingestellt,Opfer,2025-05-26,3,41471.56,2,14
AZ-2023-002938,Bedrohung,2025-09-03,10:48,Höchst,50.140633,8.639058,Wielochgasse,Dringend,Ermittlung läuft,Zeuge,,2,49379.99,4,15
AZ-2023-002939,Unterschlagung,2023-01-17,16:01,Sossenheim,50.189797,8.581149,Sagergasse,Niedrig,Eingestellt,Opfer,2024-01-12,2,38830.42,5,12
AZ-2024-002940,Urkundenfälschung,2024-11-07,14:44,Berkersheim,50.151704,8.631644,Yvette-Bolander-Gasse,Hoch,Abgeschlossen,Patrouille,2025-02-21,1,0.0,2,12
AZ-2024-002941,Computerbetrug,2023-11-13,05:09,Niederursel,50.188647,8.687431,Johannallee,Hoch,Ermittlung läuft,Patrouille,,2,34360.91,3,3
AZ-2025-002942,Drogendelikt,2024-03-05,16:03,Bahnhofsviertel,50.137,8.781189,Lieschen-Eckbauer-Gasse,Mittel,Abgeschlossen,Anonym,2024-12-23,3,1846.93,3,6
AZ-2023-002943,Einbruchdiebstahl,2023-11-08,19:09,Berkersheim,50.041227,8.662966,Blümelring,Mittel,Ermittlung läuft,Notruf,,3,39749.63,0,1
AZ-2025-002944,Beleidigung,2024-05-17,13:41,Eckenheim,50.017244,8.595526,Bolzmanngasse,Dringend,Ermittlung läuft,Opfer,,3,34329.03,3,9
AZ-2025-002945,Urkundenfälschung,2023-05-31,04:13,Bergen-Enkheim,50.113481,8.651186,Brunhild-Birnbaum-Ring,Niedrig,Ermittlung läuft,Anonym,,4,26264.24,0,0
AZ-2023-002946,Sachbeschädigung,2025-07-31,03:18,Fechenheim,50.179536,8.539023,Kühnertgasse,Dringend,Abgeschlossen,Anonym,2025-11-04,1,16684.7,4,9
AZ-2023-002947,Drogendelikt,2024-06-18,08:13,Gallus,50.03918,8.509041,Heintzeallee,Dringend,Eingestellt,Notruf,2025-03-01,4,0.0,4,7
AZ-2023-002948,Unterschlagung,2023-05-29,22:37,Dornbusch,50.181002,8.489982,Traugott-Kraus-Straße,Hoch,Ermittlung läuft,Opfer,,1,49168.68,4,15
AZ-2023-002949,Körperverletzung,2024-11-05,12:32,Harheim,50.046784,8.654146,Schollstr.,Dringend,Abgeschlossen,Patrouille,2025-03-25,4,0.0,0,7
AZ-2023-002950,Sachbeschädigung,2023-08-03,03:10,Berkersheim,50.126441,8.616571,Milan-Siering-Allee,Niedrig,Gerichtlich,Opfer,2024-02-08,2,0.0,0,15
AZ-2024-002951,Computerbetrug,2023-08-21,14:50,Bornheim,50.046992,8.552195,Udo-Plath-Ring,Hoch,Eingestellt,Anonym,2024-02-01,1,26653.12,4,5
AZ-2024-002952,Betrug,2023-02-19,13:13,Bornheim,50.062108,8.596986,Ekrem-Dobes-Gasse,Dringend,Ermittlung läuft,Zeuge,,1,0.0,2,7
AZ-2024-002953,Körperverletzung,2023-07-18,01:01,Bockenheim,50.097743,8.68809,Delia-Zobel-Platz,Mittel,Gerichtlich,Notruf,2023-08-29,2,0.0,4,0
AZ-2023-002954,Computerbetrug,2023-06-03,06:42,Harheim,50.046793,8.750988,Fanny-Pechel-Ring,Hoch,Abgeschlossen,Zeuge,2023-06-26,1,37778.37,3,12
AZ-2023-002955,Diebstahl,2023-06-18,22:15,Schwanheim,50.183421,8.634469,Linkestraße,Hoch,Eingestellt,Patrouille,2023-07-13,1,28570.44,4,0
AZ-2023-002956,Sachbeschädigung,2025-06-07,23:53,Rödelheim,50.138335,8.762284,Gotthardplatz,Hoch,Eingestellt,Zeuge,2026-06-02,1,35512.85,3,4
AZ-2024-002957,Sachbeschädigung,2024-10-28,02:02,Ostend,50.165037,8.561251,Lucie-Beyer-Gasse,Niedrig,Ermittlung läuft,Patrouille,,1,47380.49,0,6
AZ-2023-002958,Einbruchdiebstahl,2024-03-29,21:08,Bergen-Enkheim,50.086245,8.538589,Ludger-Sauer-Straße,Niedrig,Ermittlung läuft,Notruf,,3,0.0,1,10
AZ-2023-002959,Beleidigung,2025-05-09,13:21,Berkersheim,50.116424,8.544913,Jockelstr.,Hoch,Ermittlung läuft,Notruf,,3,0.0,4,3
AZ-2023-002960,Beleidigung,2024-10-17,16:01,Fechenheim,50.158173,8.56989,Gaetano-Möchlichen-Ring,Dringend,Abgeschlossen,Notruf,2024-11-07,3,0.0,5,9
AZ-2023-002961,Erpressung,2025-05-31,16:15,Innenstadt,50.085439,8.473784,Hornichring,Hoch,Abgeschlossen,Patrouille,2025-10-22,3,33775.95,5,9
AZ-2023-002962,Betrug,2025-03-06,23:18,Seckbach,50.032582,8.506621,Anna-Luise-Schaaf-Allee,Mittel,Abgeschlossen,Opfer,2025-04-12,1,0.0,2,3
AZ-2023-002963,Verkehrsdelikt,2023-01-15,12:47,Preungesheim,50.12189,8.751339,Bodo-Hellwig-Weg,Hoch,Ermittlung läuft,Zeuge,,2,45180.33,3,11
AZ-2025-002964,Beleidigung,2023-02-12,08:25,Sachsenhausen-Nord,50.085461,8.524313,Sigfried-Kaul-Platz,Hoch,Ermittlung läuft,Opfer,,4,26896.56,5,15
AZ-2023-002965,Hausfriedensbruch,2023-12-04,00:09,Schwanheim,50.167157,8.78219,Filiz-Gutknecht-Gasse,Niedrig,Eingestellt,Opfer,2024-04-20,4,16967.97,2,15
AZ-2023-002966,Beleidigung,2025-02-10,09:05,Nied,50.156335,8.709007,Grafweg,Dringend,Ermittlung läuft,Patrouille,,3,0.0,2,11
AZ-2024-002967,Bedrohung,2025-01-24,11:00,Innenstadt,50.023953,8.678026,Täscheweg,Hoch,Gerichtlich,Patrouille,2025-02-26,4,0.0,2,13
AZ-2023-002968,Diebstahl,2024-06-04,04:51,Frankfurter Berg,50.121831,8.538626,Schinkeweg,Niedrig,Abgeschlossen,Anonym,2024-08-21,2,0.0,0,3
AZ-2023-002969,Verkehrsdelikt,2024-06-24,22:27,Höchst,50.022417,8.746221,Sagerstr.,Hoch,Abgeschlossen,Zeuge,2025-02-12,4,0.0,3,0
AZ-2023-002970,Einbruchdiebstahl,2023-12-09,05:23,Nordend-West,50.07314,8.772369,Schmiedtring,Niedrig,Ermittlung läuft,Notruf,,4,0.0,1,0
AZ-2024-002971,Sachbeschädigung,2024-12-10,09:59,Nordend-Ost,50.081596,8.694701,Jüttnerplatz,Dringend,Ermittlung läuft,Anonym,,1,27468.24,4,5
AZ-2025-002972,Beleidigung,2023-08-21,14:12,Fechenheim,50.150926,8.672402,Ulf-Zobel-Gasse,Niedrig,Abgeschlossen,Zeuge,2023-12-14,2,21164.24,5,11
AZ-2024-002973,Drogendelikt,2025-06-07,03:08,Höchst,50.066281,8.563111,Hartmanngasse,Hoch,Eingestellt,Notruf,2025-12-26,3,16544.69,0,8
AZ-2023-002974,Urkundenfälschung,2024-12-23,01:47,Dornbusch,50.171048,8.762509,Henni-Hein-Straße,Mittel,Abgeschlossen,Patrouille,2025-11-27,4,44031.5,4,5
AZ-2024-002975,Sachbeschädigung,2025-06-03,03:00,Nordend-Ost,50.076983,8.581863,Ignaz-Nerger-Allee,Mittel,Ermittlung läuft,Patrouille,,3,0.0,1,5
AZ-2025-002976,Diebstahl,2025-04-18,10:53,Nieder-Eschbach,50.15226,8.512077,Warmerstraße,Hoch,Abgeschlossen,Opfer,2026-01-24,2,38568.53,0,10
AZ-2023-002977,Unterschlagung,2024-02-03,00:27,Westend-Süd,50.147111,8.649536,Roland-Gorlitz-Gasse,Hoch,Abgeschlossen,Zeuge,2024-02-17,1,31867.33,3,12
AZ-2024-002978,Diebstahl,2023-10-19,22:44,Innenstadt,50.170712,8.51235,Atzlergasse,Dringend,Eingestellt,Zeuge,2024-08-18,4,0.0,2,15
AZ-2024-002979,Sachbeschädigung,2024-08-23,09:22,Ostend,50.01941,8.61517,Beckerstr.,Dringend,Gerichtlich,Notruf,2025-01-19,4,0.0,5,9
AZ-2024-002980,Drogendelikt,2024-05-18,03:49,Höchst,50.072137,8.734723,Friedhelm-Hoffmann-Straße,Hoch,Abgeschlossen,Anonym,2025-04-14,4,28159.81,1,13
AZ-2023-002981,Sachbeschädigung,2024-04-09,05:45,Schwanheim,50.188392,8.782869,Eva-Sauer-Ring,Niedrig,Abgeschlossen,Anonym,2024-07-10,1,20274.98,2,3
AZ-2025-002982,Beleidigung,2024-06-27,02:43,Fechenheim,50.049415,8.764833,Zdenka-Becker-Platz,Mittel,Ermittlung läuft,Opfer,,4,34758.49,0,13
AZ-2023-002983,Beleidigung,2023-03-10,11:51,Altstadt,50.119942,8.62642,Karlheinz-Gertz-Platz,Hoch,Abgeschlossen,Opfer,2023-04-30,2,12015.75,2,6
AZ-2023-002984,Einbruchdiebstahl,2025-08-05,07:34,Praunheim,50.054214,8.49668,Tschentscherplatz,Niedrig,Ermittlung läuft,Opfer,,3,24077.32,0,13
AZ-2023-002985,Diebstahl,2023-10-20,13:07,Berkersheim,50.14828,8.56612,Röhrdanzplatz,Dringend,Ermittlung läuft,Opfer,,3,24073.8,1,11
AZ-2024-002986,Verkehrsdelikt,2024-10-01,03:17,Höchst,50.182713,8.732269,Hans-Otto-Barkholz-Platz,Mittel,Eingestellt,Zeuge,2025-03-22,1,25592.79,2,5
AZ-2025-002987,Einbruchdiebstahl,2025-04-08,12:14,Nieder-Erlenbach,50.017483,8.756762,Ditschleringasse,Mittel,Abgeschlossen,Anonym,2025-04-24,2,0.0,2,11
AZ-2025-002988,Unterschlagung,2025-08-28,16:47,Altstadt,50.087828,8.767847,Rafael-Sölzer-Gasse,Niedrig,Gerichtlich,Patrouille,2025-10-27,1,31041.05,5,4
AZ-2023-002989,Verkehrsdelikt,2024-07-30,09:25,Unterliederbach,50.115034,8.728414,Häringring,Mittel,Eingestellt,Patrouille,2024-11-08,4,0.0,4,14
AZ-2025-002990,Körperverletzung,2024-03-21,13:53,Nordend-West,50.062143,8.536008,Henckring,Mittel,Ermittlung läuft,Notruf,,2,29473.62,1,0
AZ-2024-002991,Erpressung,2024-09-17,10:00,Rödelheim,50.154722,8.682638,Speerplatz,Niedrig,Abgeschlossen,Zeuge,2024-09-25,4,0.0,3,8
AZ-2023-002992,Hausfriedensbruch,2024-01-14,23:30,Nordend-Ost,50.139279,8.605536,Trubgasse,Mittel,Ermittlung läuft,Notruf,,2,8068.26,3,3
AZ-2025-002993,Sachbeschädigung,2023-06-03,11:22,Sossenheim,50.119335,8.591734,Friedrich-Karl-Ehlert-Platz,Niedrig,Eingestellt,Opfer,2024-05-12,1,0.0,3,2
AZ-2025-002994,Verkehrsdelikt,2025-04-15,01:41,Nied,50.105658,8.495836,Annita-Kostolzin-Allee,Dringend,Ermittlung läuft,Zeuge,,2,15488.56,0,15
AZ-2025-002995,Diebstahl,2023-11-24,13:58,Eckenheim,50.110536,8.495273,Junckstr.,Mittel,Abgeschlossen,Anonym,2024-04-07,1,26851.34,1,7
AZ-2025-002996,Sachbeschädigung,2025-06-28,19:40,Frankfurter Berg,50.131661,8.579891,Schusterplatz,Niedrig,Ermittlung läuft,Anonym,,2,39639.25,3,3
AZ-2025-002997,Unterschlagung,2024-07-14,13:36,Höchst,50.121842,8.552388,Kläre-Schmiedt-Weg,Mittel,Ermittlung läuft,Opfer,,2,0.0,1,9
AZ-2023-002998,Diebstahl,2025-11-13,13:06,Sachsenhausen-Süd,50.076319,8.734325,Myriam-Reising-Ring,Dringend,Eingestellt,Notruf,2026-01-02,1,0.0,4,8
AZ-2025-002999,Hausfriedensbruch,2025-02-28,15:02,Sachsenhausen-Nord,50.141676,8.497407,Matthias-Hentschel-Gasse,Niedrig,Gerichtlich,Patrouille,2025-07-26,3,49594.34,1,1
AZ-2023-003000,Sachbeschädigung,2024-02-17,13:08,Fechenheim,50.095358,8.637243,Eberthallee,Dringend,Ermittlung läuft,Anonym,,4,23982.36,1,4
AZ-2025-003001,Beleidigung,2025-07-14,14:26,Riederwald,50.089883,8.720649,Häringweg,Hoch,Ermittlung läuft,Zeuge,,2,28450.55,4,1
AZ-2025-003002,Sachbeschädigung,2025-05-23,11:49,Praunheim,50.140647,8.666722,Lilian-Möchlichen-Allee,Dringend,Abgeschlossen,Notruf,2025-07-07,2,23781.37,2,13
AZ-2025-003003,Raub,2023-06-25,16:17,Schwanheim,50.076678,8.620547,Gunar-Pechel-Straße,Mittel,Ermittlung läuft,Anonym,,3,25255.07,3,2
AZ-2025-003004,Hausfriedensbruch,2024-01-28,14:18,Gallus,50.172712,8.768503,Ortmannstr.,Dringend,Ermittlung läuft,Zeuge,,3,0.0,2,10
AZ-2024-003005,Urkundenfälschung,2023-01-09,05:22,Ostend,50.104376,8.492414,Gießring,Mittel,Eingestellt,Anonym,2023-08-03,3,29385.72,4,2
AZ-2023-003006,Erpressung,2025-03-26,03:46,Griesheim,50.057147,8.708412,Putzweg,Hoch,Ermittlung läuft,Zeuge,,2,25396.41,5,0
AZ-2023-003007,Unterschlagung,2024-09-14,06:31,Harheim,50.127525,8.61535,Trubinstraße,Dringend,Ermittlung läuft,Patrouille,,3,758.98,3,3
AZ-2023-003008,Betrug,2025-08-05,00:55,Nordend-West,50.052256,8.731351,Heuserstr.,Hoch,Abgeschlossen,Zeuge,2026-04-26,2,39717.07,4,9
AZ-2024-003009,Raub,2024-01-07,11:57,Zeilsheim,50.174723,8.604359,Schweitzerallee,Hoch,Ermittlung läuft,Notruf,,3,10609.42,1,2
AZ-2024-003010,Diebstahl,2023-01-23,21:58,Eckenheim,50.149679,8.473044,Harry-Hartmann-Platz,Hoch,Abgeschlossen,Patrouille,2024-01-07,4,0.0,5,9
AZ-2024-003011,Hausfriedensbruch,2023-08-26,01:36,Ostend,50.149346,8.776419,Heinzstraße,Niedrig,Abgeschlossen,Patrouille,2023-09-16,2,22025.26,3,0
AZ-2025-003012,Körperverletzung,2023-12-03,09:18,Nordend-West,50.123149,8.702381,Leonard-Löffler-Straße,Hoch,Abgeschlossen,Opfer,2024-06-19,2,44804.32,3,14
AZ-2025-003013,Sachbeschädigung,2024-11-03,14:21,Berkersheim,50.062314,8.729582,Sylvie-Köster-Ring,Hoch,Eingestellt,Opfer,2025-05-14,4,0.0,1,7
AZ-2025-003014,Diebstahl,2023-11-19,20:19,Berkersheim,50.186468,8.66499,Franz-Weitzel-Gasse,Niedrig,Abgeschlossen,Anonym,2024-09-22,4,25876.42,0,9
AZ-2025-003015,Verkehrsdelikt,2023-08-10,09:40,Dornbusch,50.090426,8.545163,Martinstr.,Hoch,Ermittlung läuft,Patrouille,,1,0.0,5,12
AZ-2023-003016,Beleidigung,2023-09-05,18:56,Sachsenhausen-Süd,50.096033,8.49054,Heinstr.,Mittel,Ermittlung läuft,Zeuge,,3,0.0,0,5
AZ-2025-003017,Diebstahl,2023-06-23,06:17,Riederwald,50.074465,8.616165,Vittorio-Peukert-Weg,Niedrig,Gerichtlich,Notruf,2023-12-12,2,19368.08,4,15
AZ-2025-003018,Sachbeschädigung,2023-09-26,07:03,Zeilsheim,50.052753,8.609464,Loosstraße,Dringend,Ermittlung läuft,Zeuge,,3,0.0,0,9
AZ-2024-003019,Urkundenfälschung,2023-07-22,07:25,Seckbach,50.186791,8.79894,Löwerstraße,Mittel,Abgeschlossen,Opfer,2024-04-01,2,0.0,4,12
AZ-2025-003020,Körperverletzung,2025-09-08,06:29,Zeilsheim,50.090902,8.574863,Oestrovskyring,Mittel,Ermittlung läuft,Zeuge,,3,33500.8,1,8
AZ-2024-003021,Erpressung,2024-09-02,06:35,Zeilsheim,50.039885,8.747669,Kranzgasse,Hoch,Gerichtlich,Zeuge,2025-06-06,2,19344.09,2,13
AZ-2025-003022,Drogendelikt,2025-11-02,19:37,Nied,50.17189,8.642351,Thomas-Heintze-Ring,Mittel,Ermittlung läuft,Anonym,,1,14850.9,4,7
AZ-2024-003023,Einbruchdiebstahl,2024-10-24,18:02,Ginnheim,50.066354,8.489364,Oscar-Carsten-Ring,Dringend,Abgeschlossen,Patrouille,2025-09-15,2,22636.57,2,9
AZ-2024-003024,Einbruchdiebstahl,2024-07-12,10:46,Seckbach,50.11593,8.492908,Lilija-Hofmann-Platz,Dringend,Ermittlung läuft,Opfer,,4,0.0,0,14
AZ-2023-003025,Verkehrsdelikt,2024-10-12,02:55,Altstadt,50.037303,8.554837,Ernest-Boucsein-Ring,Mittel,Abgeschlossen,Anonym,2025-08-27,1,0.0,3,3
AZ-2024-003026,Diebstahl,2023-02-08,17:41,Nied,50.104065,8.622569,Benita-Gute-Ring,Niedrig,Abgeschlossen,Opfer,2023-11-15,2,30031.52,1,10
AZ-2023-003027,Körperverletzung,2025-03-17,14:53,Fechenheim,50.13949,8.57187,Gunhild-Jüttner-Ring,Dringend,Abgeschlossen,Notruf,2025-11-23,1,9064.81,3,14
AZ-2023-003028,Sachbeschädigung,2025-04-22,02:25,Kalbach-Riedberg,50.152809,8.600684,Weinhageallee,Niedrig,Gerichtlich,Opfer,2025-08-22,2,20503.73,2,13
AZ-2025-003029,Verkehrsdelikt,2024-09-12,00:39,Niederursel,50.086371,8.737405,Grein Grothweg,Dringend,Ermittlung läuft,Zeuge,,3,0.0,2,8
AZ-2024-003030,Betrug,2024-05-23,08:36,Sindlingen,50.033573,8.507731,Nadeschda-Weller-Allee,Niedrig,Abgeschlossen,Anonym,2024-10-24,1,35031.55,4,7
AZ-2024-003031,Sachbeschädigung,2024-06-05,16:10,Innenstadt,50.157174,8.665265,Andersallee,Dringend,Abgeschlossen,Patrouille,2024-06-24,1,0.0,2,12
AZ-2023-003032,Körperverletzung,2025-05-23,19:26,Griesheim,50.18193,8.669164,Holzapfelallee,Hoch,Abgeschlossen,Opfer,2025-06-18,3,0.0,2,3
AZ-2024-003033,Drogendelikt,2024-10-03,20:29,Sachsenhausen-Nord,50.139112,8.700023,Zänkerstraße,Dringend,Ermittlung läuft,Zeuge,,2,40708.62,5,6
AZ-2023-003034,Körperverletzung,2024-05-09,07:15,Sachsenhausen-Nord,50.183956,8.673901,Sagerallee,Hoch,Eingestellt,Patrouille,2024-12-25,3,48157.79,0,13
AZ-2023-003035,Sachbeschädigung,2023-12-25,18:53,Westend-Nord,50.024549,8.607929,Wieslaw-Söding-Weg,Niedrig,Eingestellt,Anonym,2024-07-05,3,0.0,5,15
AZ-2024-003036,Raub,2024-05-18,21:11,Frankfurter Berg,50.163749,8.54152,Norma-Kruschwitz-Platz,Hoch,Abgeschlossen,Patrouille,2024-11-29,4,6373.72,5,1
AZ-2024-003037,Beleidigung,2024-03-27,17:17,Praunheim,50.096893,8.528916,Isabel-Weiß-Platz,Niedrig,Abgeschlossen,Zeuge,2024-10-30,2,25506.76,4,3
AZ-2023-003038,Raub,2024-09-06,21:13,Praunheim,50.076137,8.73942,Heintzestr.,Dringend,Eingestellt,Opfer,2024-12-30,4,32325.97,3,2
AZ-2025-003039,Urkundenfälschung,2024-05-23,16:18,Hausen,50.158116,8.749755,Ullmannallee,Hoch,Gerichtlich,Zeuge,2025-01-17,4,30921.89,4,10
AZ-2025-003040,Hausfriedensbruch,2023-02-07,11:44,Preungesheim,50.135578,8.488987,Kargeallee,Hoch,Eingestellt,Patrouille,2023-04-25,4,3903.99,0,12
AZ-2025-003041,Verkehrsdelikt,2023-02-17,21:40,Preungesheim,50.032228,8.782548,Luis-Graf-Straße,Mittel,Abgeschlossen,Notruf,2023-04-20,2,39533.68,1,3
AZ-2024-003042,Hausfriedensbruch,2024-10-08,17:17,Praunheim,50.056022,8.722534,Häringstraße,Mittel,Ermittlung läuft,Anonym,,1,12708.76,0,1
AZ-2024-003043,Unterschlagung,2023-12-04,23:48,Westend-Süd,50.118498,8.778381,Rohtgasse,Dringend,Ermittlung läuft,Opfer,,1,17113.49,1,0
AZ-2025-003044,Erpressung,2023-03-19,07:48,Bockenheim,50.146604,8.679444,Etzoldstr.,Mittel,Ermittlung läuft,Notruf,,2,0.0,2,11
AZ-2025-003045,Verkehrsdelikt,2025-01-23,22:22,Dornbusch,50.162412,8.763301,Leon-Walter-Gasse,Hoch,Gerichtlich,Notruf,2025-08-13,3,22128.6,5,7
AZ-2023-003046,Unterschlagung,2024-04-14,19:15,Preungesheim,50.052354,8.481671,Sorgatzallee,Hoch,Abgeschlossen,Notruf,2024-09-16,4,9340.34,4,0
AZ-2023-003047,Beleidigung,2024-11-27,15:11,Gallus,50.058605,8.618189,Kambsplatz,Niedrig,Abgeschlossen,Anonym,2025-08-21,4,31558.13,4,9
AZ-2023-003048,Beleidigung,2025-04-07,20:44,Höchst,50.150663,8.584003,Löfflerweg,Hoch,Abgeschlossen,Notruf,2025-11-30,4,0.0,1,5
AZ-2023-003049,Urkundenfälschung,2025-07-05,03:34,Eckenheim,50.095505,8.642694,Wiekallee,Niedrig,Eingestellt,Opfer,2026-03-28,1,44303.48,5,4
AZ-2023-003050,Erpressung,2023-04-04,08:25,Ginnheim,50.179018,8.762827,Junkstr.,Niedrig,Eingestellt,Notruf,2024-02-04,3,12569.79,3,6
AZ-2023-003051,Beleidigung,2023-12-10,01:09,Niederursel,50.157997,8.7425,Caterina-Zimmer-Gasse,Dringend,Ermittlung läuft,Opfer,,1,4035.33,4,0
AZ-2025-003052,Beleidigung,2023-09-05,02:11,Bockenheim,50.050255,8.602401,Gerhart-Kabus-Weg,Niedrig,Ermittlung läuft,Notruf,,3,44660.35,0,12
AZ-2023-003053,Raub,2025-04-30,21:26,Nieder-Eschbach,50.026931,8.481575,Kranzplatz,Mittel,Ermittlung läuft,Notruf,,3,6758.91,5,0
AZ-2023-003054,Beleidigung,2024-05-22,03:43,Berkersheim,50.017059,8.473694,Bolnbachstr.,Mittel,Gerichtlich,Opfer,2024-09-04,1,49458.51,0,1
AZ-2023-003055,Diebstahl,2025-10-05,09:04,Niederursel,50.17273,8.70532,Grafstraße,Dringend,Eingestellt,Zeuge,2026-04-26,3,0.0,5,7
AZ-2025-003056,Einbruchdiebstahl,2023-07-17,12:31,Berkersheim,50.038527,8.797134,Mattias-Roskoth-Straße,Hoch,Ermittlung läuft,Notruf,,1,0.0,0,12
